Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_average,k_total_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average
internalMesh,9209,0.00295796,0.01614916,0.00000000,0.01641783,2.70886898,-0.04867313,0.05720646,2.70991015,7.06777334,3.51096296,1.26696646,0.04404796,0.00332515,0.56586945,8.01296711,1.35255766,-0.32662213,0.25642559,1.41486692,5.05215502,10.97500652,0.00003583,28.00033951,9077.65332031,35.71200180,0.99526858
internalMesh,9210,0.00350935,0.01616196,0.00000000,0.01653857,2.71396351,-0.05830865,0.06985608,2.71548843,7.01955366,3.50114822,1.22707045,0.02619274,-0.00503047,0.55513054,7.95906734,1.42918098,-0.36216435,0.11281653,1.47866452,5.04571342,10.91959982,0.00003541,28.14489937,9024.73925781,35.55126572,0.99541223
internalMesh,9211,0.00406502,0.01617485,0.00000000,0.01667783,2.72158003,-0.07454135,0.07675207,2.72368217,6.96421003,3.53349042,1.20667613,0.00612668,-0.01415252,0.56084800,7.92190838,1.51772177,-0.36535886,-0.05820403,1.56216335,5.25107908,11.10326736,0.00003499,28.29075813,8971.11425781,35.40660477,0.99544728
internalMesh,9212,0.00462501,0.01618784,0.00000000,0.01683559,2.73827863,-0.09630290,0.07903765,2.74111128,6.87755108,3.59820795,1.20391679,-0.00943612,-0.02245905,0.56818134,7.87531900,1.57680166,-0.39724737,-0.12778902,1.63108516,5.49256229,11.33240095,0.00003614,28.43930817,8916.91503906,35.45173264,0.99549758
internalMesh,9213,0.00518936,0.01620094,0.00000000,0.01701175,2.76217747,-0.12818433,0.07719268,2.76622748,6.76192427,3.66864610,1.21207023,-0.00637614,-0.02533645,0.57279068,7.80899906,1.62885606,-0.50451881,-0.06409103,1.70640528,5.51695251,11.33827329,0.00003789,28.59751511,8862.65234375,35.60148239,0.99551558
internalMesh,9214,0.00575809,0.01621413,0.00000000,0.01720621,2.79245543,-0.17071825,0.07324899,2.79862785,6.61007214,3.74506283,1.23256695,-0.00830544,-0.01463931,0.56464481,7.71731043,1.69722903,-0.58771503,0.00322709,1.79610848,5.20264339,10.99649369,0.00003714,28.76915169,8808.92285156,35.84042740,0.99551988
internalMesh,9215,0.00633124,0.01622743,0.00000000,0.01741879,2.82555795,-0.21016678,0.06789781,2.83417678,6.44201040,3.83029389,1.26497793,-0.05332030,0.00001121,0.53706372,7.61984921,1.80986071,-0.64675355,-0.01056694,1.92197752,4.76064157,10.52928342,0.00004055,28.95103645,8756.02734375,36.18709564,0.99553734
internalMesh,9216,0.00690885,0.01624083,0.00000000,0.01764927,2.85481763,-0.23703638,0.05979743,2.86526537,6.27171612,3.89612198,1.28898621,-0.14331533,0.01132264,0.50224692,7.51322794,1.96998644,-0.72363585,-0.06593900,2.09972453,4.55941153,10.28782308,0.00005160,29.13382912,8703.58300781,36.61288071,0.99550879
internalMesh,9217,0.00749096,0.01625434,0.00000000,0.01789743,2.88403440,-0.24763720,0.05417311,2.89515352,6.08974457,3.85685968,1.30871773,-0.24874924,-0.00895971,0.46197245,7.34496260,2.11821413,-0.76195937,-0.07103208,2.25221205,4.45182848,10.07948943,0.00005113,29.32028389,8651.02246094,37.11463928,0.99542028
internalMesh,9218,0.00807758,0.01626795,0.00000000,0.01816297,2.91133618,-0.25227112,0.05361628,2.92273736,5.90067101,3.77516961,1.32346964,-0.32860771,-0.04770840,0.41225988,7.14853907,2.23874116,-0.71234298,-0.02190843,2.34944129,4.31607771,9.81573304,0.00005073,29.51529121,8598.09375000,37.70067978,0.99515069
internalMesh,9219,0.00866877,0.01628166,0.00000000,0.01844560,2.93610024,-0.25390223,0.05193193,2.94751549,5.70522070,3.68312168,1.32418513,-0.35610849,-0.06760088,0.36392504,6.93773890,2.32510400,-0.65231967,0.00736587,2.41488791,4.02231789,9.37858101,0.00005478,29.71095848,8545.16113281,38.28505707,0.99429244
internalMesh,9220,0.00926456,0.01629549,0.00000000,0.01874500,2.95885563,-0.25295141,0.04324514,2.96996307,5.49615669,3.55155683,1.31064475,-0.32261312,-0.05434446,0.32954523,6.68989658,2.38377261,-0.63723403,0.00078286,2.46747637,3.72530031,8.90447967,0.00006445,29.90278435,8492.52148438,38.78267288,0.99135131
internalMesh,9221,0.00986497,0.01630942,0.00000000,0.01906082,2.98081732,-0.24481295,0.03519816,2.99106073,5.28089666,3.36287379,1.29274952,-0.25629550,-0.02193941,0.29994443,6.40500784,2.45123720,-0.61506653,-0.02323154,2.52733254,3.46544147,8.43370020,0.00006411,30.08401299,8440.06054688,39.27106857,0.98274189
internalMesh,9222,0.01036882,0.01604953,0.00000000,0.01910759,3.00106907,-0.23059441,0.03664164,3.01013827,5.08161116,3.17585850,1.27526164,-0.19154103,0.00424294,0.25843352,6.13503361,2.53778672,-0.52758414,-0.05889616,2.59271574,3.28568435,8.05205091,0.00005733,30.25117111,8387.59277344,39.74409866,0.97827631
internalMesh,9223,0.01118187,0.01633973,0.00000000,0.01979952,3.01888204,-0.21216179,0.04494967,3.02666187,4.92681789,3.03108525,1.25942659,-0.15133160,0.01517058,0.21179159,5.92580414,2.63846612,-0.43002111,-0.07496127,2.67433000,3.18178844,7.79045306,0.00005102,30.40858650,8336.01367188,40.08827972,0.97780019
internalMesh,9224,0.01159156,0.01634923,0.00000000,0.02004150,3.03638411,-0.19612500,0.05684743,3.04324245,4.79565477,2.96668935,1.23601067,-0.11808547,0.01233628,0.16388133,5.77652359,2.68516564,-0.36037359,-0.06317344,2.70997691,3.15626001,7.65543746,0.00005279,30.54561424,8285.41113281,40.30906677,0.97917551
internalMesh,9225,0.01241730,0.01663923,0.00000000,0.02076183,3.05784512,-0.19437179,0.07009657,3.06481814,4.64767122,2.93083191,1.17940021,-0.06951068,-0.00461105,0.09739645,5.62102747,2.69308066,-0.33640403,-0.01870717,2.71407461,3.11308813,7.49203971,0.00005173,30.66651535,8235.19042969,40.53519821,0.98188788
internalMesh,9226,0.01293781,0.01638071,0.00000000,0.02087378,3.07748485,-0.19225369,0.08141623,3.08455873,4.48097658,2.87869930,1.10051262,-0.02761859,-0.03825716,0.01462894,5.43871593,2.70370150,-0.38208723,0.08944820,2.73203111,3.03630733,7.26640073,0.00004939,30.78286934,8185.16064453,40.82701492,0.98325026
internalMesh,9227,0.01356678,0.01639531,0.00000000,0.02128059,3.09606099,-0.18659277,0.08926528,3.10296297,4.30612326,2.78020597,1.01644409,0.00465200,-0.08339488,-0.06544530,5.22653437,2.67733169,-0.47413522,0.24176842,2.72971821,2.90104675,6.95243292,0.00004823,30.90158653,8135.05712891,41.22211456,0.98324883
internalMesh,9228,0.01420065,0.01641001,0.00000000,0.02170131,3.11588168,-0.17979173,0.10040586,3.12267923,4.14878178,2.68293715,0.93317610,0.02234964,-0.10910781,-0.14741635,5.03145075,2.60411835,-0.47750682,0.31980351,2.66678071,2.74579906,6.62824747,0.00004750,31.01378250,8084.95117188,41.55651474,0.98252654
internalMesh,9229,0.01483944,0.01642483,0.00000000,0.02213559,3.14431047,-0.15783882,0.10803843,3.15012288,3.99687600,2.69509006,0.87770009,-0.02449032,-0.12292186,-0.20837300,4.90591621,2.58020353,-0.37126577,0.31514388,2.62575793,2.57639670,6.36122938,0.00004478,31.10925102,8034.93457031,41.74726486,0.98242259
internalMesh,9230,0.01548320,0.01643977,0.00000000,0.02258308,3.17733049,-0.11305594,0.10724653,3.18114948,3.85480809,2.79234481,0.85212725,-0.13954958,-0.13043769,-0.22014283,4.84435844,2.61458969,-0.25956193,0.21915080,2.63656569,2.40927982,6.15892049,0.00004010,31.18565750,7985.24658203,41.84765625,0.98221660
internalMesh,9231,0.01613197,0.01645482,0.00000000,0.02304347,3.20962977,-0.06936742,0.11013695,3.21226788,3.75040030,2.83733797,0.84045815,-0.23798400,-0.12153576,-0.22789741,4.79016733,2.65582180,-0.23253597,0.10346992,2.66798949,2.27857304,5.99267138,0.00003844,31.24221802,7936.08642578,41.84666061,0.98096907
internalMesh,9232,0.01678578,0.01646999,0.00000000,0.02351644,3.24383831,-0.04772987,0.12085415,3.24643970,3.67379999,2.79172754,0.83224684,-0.25906751,-0.11154573,-0.24751106,4.70361614,2.69258809,-0.22084098,0.03590255,2.70186806,2.19187474,5.84076119,0.00003886,31.28296661,7887.51269531,41.74824905,0.98066413
internalMesh,9233,0.01744467,0.01648528,0.00000000,0.02400169,3.28433633,-0.02721142,0.12814905,3.28694820,3.60125661,2.79799628,0.84465522,-0.26815817,-0.12320021,-0.24662070,4.65394258,2.75036955,-0.10752189,-0.00913629,2.75248551,2.18072200,5.80267574,0.00003660,31.32449341,7839.09570312,41.69462585,0.98094302
internalMesh,9234,0.01810868,0.01650069,0.00000000,0.02449892,3.33173013,-0.00560637,0.12533817,3.33409166,3.52475953,2.85905695,0.86660385,-0.27723306,-0.13547876,-0.22236186,4.63614035,2.76942182,0.00639219,-0.07176013,2.77035880,2.16462684,5.78983668,0.00003859,31.37207031,7790.56054688,41.73389435,0.97928613
internalMesh,9235,0.01877786,0.01651621,0.00000000,0.02500787,3.37926126,0.01099175,0.11587670,3.38126516,3.47076321,2.87995291,0.87764913,-0.25787872,-0.13257433,-0.18291678,4.60739946,2.73467040,0.10026848,-0.18120481,2.74250078,2.11455226,5.72873492,0.00003836,31.42588043,7742.03710938,41.76282501,0.97412008
internalMesh,9236,0.01945224,0.01653186,0.00000000,0.02552826,3.42788267,0.02016808,0.10143694,3.42944241,3.42949677,2.86199355,0.87558764,-0.23368829,-0.11138580,-0.13479035,4.56117249,2.70271969,0.24256943,-0.34453604,2.73536801,2.07386255,5.65740162,0.00003404,31.48615837,7693.57763672,41.75904846,0.97393346
internalMesh,9237,0.02013186,0.01654763,0.00000000,0.02605985,3.48019838,0.02218386,0.08390104,3.48128033,3.37229609,2.83846712,0.86316967,-0.21116731,-0.08906936,-0.09094881,4.49834824,2.73521423,0.42285863,-0.45783693,2.80532002,2.11701298,5.65397958,0.00003533,31.55458450,7645.50781250,41.79973984,0.97439283
internalMesh,9238,0.02081677,0.01656352,0.00000000,0.02660241,3.53466868,0.02328013,0.06491251,3.53534126,3.29599404,2.80647445,0.84601283,-0.20349571,-0.07322907,-0.05582236,4.41650343,2.87767959,0.57541162,-0.41921601,2.96443582,2.10918164,5.58342229,0.00003874,31.62687874,7598.04443359,41.86509323,0.97423583
internalMesh,9239,0.02150700,0.01657953,0.00000000,0.02715570,3.58773780,0.02537024,0.04781159,3.58814597,3.21446967,2.76020503,0.83028120,-0.21441391,-0.05982833,-0.03245997,4.32336903,3.04326463,0.69866109,-0.27818462,3.13480043,2.04633927,5.44881766,0.00004148,31.69802094,7550.63574219,42.00631332,0.97228777
internalMesh,9240,0.02220260,0.01659567,0.00000000,0.02771952,3.63649321,0.02582851,0.03421290,3.63674593,3.13706565,2.70246863,0.81039310,-0.22632776,-0.05060446,-0.01741120,4.22555828,3.18093395,0.75416452,-0.12881847,3.27165079,1.98465407,5.30961795,0.00004434,31.76261711,7502.98388672,42.15441895,0.96736312
internalMesh,9241,0.02290361,0.01661194,0.00000000,0.02829367,3.68155670,0.02694660,0.02294660,3.68172693,3.05461621,2.65280557,0.78834337,-0.23331293,-0.03795042,-0.00275104,4.12861061,3.32893276,0.74812728,0.00761393,3.41197085,1.89435065,5.14223324,0.00004450,31.81528664,7455.38134766,42.17653656,0.96164602
internalMesh,9242,0.02361006,0.01662833,0.00000000,0.02887796,3.72206283,0.03225907,0.01477699,3.72223186,2.98520875,2.61854315,0.76910752,-0.25301287,-0.02294984,0.00171762,4.05269194,3.48496413,0.72942615,0.10001837,3.56188726,1.82135344,5.00778341,0.00004368,31.85434914,7407.99072266,42.07449722,0.95736653
internalMesh,9243,0.02432201,0.01664484,0.00000000,0.02947221,3.75942135,0.03895201,0.00691829,3.75962949,2.92202425,2.57535172,0.75197726,-0.27169660,-0.01576029,0.00426869,3.97620654,3.57262874,0.69120699,0.10511256,3.64039731,1.75974715,4.88442383,0.00004322,31.87875175,7360.75781250,41.95872498,0.95587313
internalMesh,9244,0.02503950,0.01666149,0.00000000,0.03007627,3.79382753,0.04347209,-0.00176560,3.79407692,2.86208320,2.52697134,0.73702776,-0.27869090,-0.01408791,0.00887020,3.89849448,3.60383272,0.66155988,0.03510749,3.66421938,1.69496405,4.75800516,0.00004368,31.89266014,7313.78222656,41.87645340,0.95449388
internalMesh,9245,0.02576256,0.01667827,0.00000000,0.03068997,3.82481217,0.04223566,-0.00979151,3.82505798,2.81345463,2.49488282,0.72288603,-0.26186660,-0.01488514,0.01469218,3.83816934,3.59311438,0.62983853,-0.04626839,3.64819241,1.62813008,4.64374192,0.00004093,31.90180397,7267.34570312,41.81069183,0.95155662
internalMesh,9246,0.02649125,0.01669517,0.00000000,0.03131317,3.84911275,0.03652227,-0.01692535,3.84932327,2.78811264,2.48117399,0.70494080,-0.22510532,-0.01404112,0.02408963,3.80502129,3.56708097,0.61966956,-0.07369213,3.62125492,1.53874516,4.52585914,0.00003861,31.90671349,7221.60107422,41.62502670,0.94676471
internalMesh,9247,0.02722559,0.01671221,0.00000000,0.03194575,3.87119436,0.03195333,-0.02350344,3.87139750,2.76156139,2.45821118,0.68879306,-0.19348082,-0.01191087,0.04037923,3.76598811,3.58242512,0.65373504,-0.04807288,3.64190197,1.43986201,4.39414487,0.00003793,31.90761185,7176.58740234,41.30976868,0.94221777
internalMesh,9248,0.02796565,0.01672938,0.00000000,0.03258757,3.89317203,0.02854379,-0.02578314,3.89336205,2.73872828,2.42288899,0.68662876,-0.17626454,-0.01204620,0.04857260,3.72505784,3.62696457,0.66032708,-0.06314652,3.68712497,1.36859679,4.29271991,0.00003706,31.90631485,7131.99804688,40.96820831,0.93855602
internalMesh,9249,0.02871147,0.01674669,0.00000000,0.03323853,3.91746521,0.02280613,-0.02426423,3.91760683,2.70929432,2.40199924,0.68809450,-0.15815014,-0.01040693,0.05087304,3.68931675,3.70546508,0.63653952,-0.09908792,3.76104665,1.31621420,4.21590805,0.00003211,31.90183449,7087.19824219,40.62486649,0.93684238
internalMesh,9250,0.02946308,0.01676413,0.00000000,0.03389851,3.94126725,0.01830478,-0.02223743,3.94137239,2.68492913,2.38795519,0.68884969,-0.13251279,-0.00294748,0.05632319,3.66147900,3.77371097,0.60032928,-0.05327946,3.82153487,1.27233291,4.15319986,0.00003073,31.89261055,7041.83105469,40.36079788,0.93742120
internalMesh,9251,0.03022053,0.01678170,0.00000000,0.03456741,3.96655679,0.01892623,-0.02212252,3.96666360,2.65270209,2.36591220,0.68782204,-0.11291833,0.01582341,0.07187445,3.62293172,3.82326055,0.51764578,0.01253258,3.85816479,1.20667505,4.05989319,0.00003209,31.88366699,6996.19677734,40.22977829,0.93716812
internalMesh,9252,0.03098388,0.01679941,0.00000000,0.03524515,3.99452615,0.02496459,-0.02040590,3.99465632,2.59657240,2.34246111,0.68814462,-0.10297749,0.03164827,0.08645766,3.56678224,3.86486363,0.38731182,-0.00445024,3.88422465,1.14346445,3.95705352,0.00002978,31.87929344,6950.74804688,40.14363480,0.93529695
internalMesh,9253,0.03175315,0.01681726,0.00000000,0.03593164,4.02195644,0.03215351,-0.01305260,4.02210617,2.53879404,2.32379436,0.68375564,-0.09011725,0.03536988,0.08958755,3.51146913,3.86318254,0.30909142,-0.10822781,3.87703872,1.12407136,3.89724332,0.00003012,31.88140488,6905.39892578,40.01014328,0.93355590
internalMesh,9254,0.03252841,0.01683525,0.00000000,0.03662681,4.04846048,0.03760405,-0.00348865,4.04863644,2.48664546,2.30528116,0.67378533,-0.07602063,0.03835693,0.09013005,3.45934772,3.80774808,0.34514984,-0.23952267,3.83085442,1.12933517,3.86219096,0.00002995,31.88806725,6860.10644531,39.92268372,0.93463892
internalMesh,9255,0.03330970,0.01685337,0.00000000,0.03733058,4.07475615,0.04133468,0.00511097,4.07496881,2.44305444,2.27947974,0.66337174,-0.07013044,0.04763234,0.09667358,3.40897894,3.75884414,0.40430984,-0.31003416,3.79321718,1.12108219,3.81403531,0.00002691,31.89742470,6815.00439453,39.95359039,0.93751979
internalMesh,9256,0.03409706,0.01687164,0.00000000,0.03804289,4.10045719,0.04070698,0.01136864,4.10067511,2.41256785,2.24496961,0.65621626,-0.06671062,0.06341372,0.10744086,3.36318398,3.75751400,0.39760837,-0.26677951,3.78789854,1.08716154,3.74403835,0.00003314,31.91041756,6769.89648438,40.11321259,0.94062030
internalMesh,9257,0.03489054,0.01689005,0.00000000,0.03876369,4.12496471,0.03484135,0.01524070,4.12514019,2.39923096,2.19896388,0.64569300,-0.06331255,0.07792463,0.11640275,3.32149076,3.77034807,0.34479201,-0.14291613,3.78877711,1.05553234,3.67747641,0.00003704,31.92465591,6724.79345703,40.38644028,0.94362921
internalMesh,9258,0.03569020,0.01690860,0.00000000,0.03949292,4.14948559,0.02598116,0.01669742,4.14960051,2.39174509,2.14392328,0.62917238,-0.06167889,0.08635950,0.12377836,3.27708602,3.73217773,0.28023544,-0.03439565,3.74284196,1.02324140,3.60566172,0.00003243,31.93738747,6680.04638672,40.67633820,0.94450116
internalMesh,9259,0.03649606,0.01692730,0.00000000,0.04023054,4.17312479,0.01548316,0.01664960,4.17318678,2.39171433,2.09861159,0.61131877,-0.05517785,0.09287348,0.13080397,3.24452758,3.67811918,0.25129575,0.07460311,3.68744850,0.97280908,3.52363177,0.00002927,31.95066261,6635.94482422,40.82897949,0.94422817
internalMesh,9260,0.03730820,0.01694614,0.00000000,0.04097650,4.19607258,0.00512675,0.01696281,4.19610977,2.39897490,2.07210445,0.59465146,-0.04588587,0.09696776,0.13223277,3.22975254,3.68811321,0.26287887,0.23088320,3.70467162,0.94510454,3.47796988,0.00002610,31.96535683,6592.33837891,40.83637238,0.94408524
internalMesh,9261,0.03812665,0.01696513,0.00000000,0.04173077,4.21729565,-0.00211954,0.01577266,4.21732569,2.41255808,2.05353785,0.58089411,-0.04252644,0.10390623,0.13183083,3.22565913,3.77084088,0.29733515,0.34273925,3.79804158,0.95474505,3.47823998,0.00003048,31.97652626,6549.08740234,40.85910416,0.94393253
internalMesh,9262,0.03895146,0.01698427,0.00000000,0.04249331,4.23809528,-0.00773789,0.01249360,4.23812056,2.42130184,2.04250789,0.57371598,-0.04481424,0.11526810,0.13053691,3.22428679,3.89272857,0.31478298,0.33919662,3.92013764,0.99065417,3.50941695,0.00003306,31.97876549,6506.08300781,40.86299896,0.94369787
internalMesh,9263,0.03978268,0.01700356,0.00000000,0.04326411,4.25817633,-0.01274064,0.01168209,4.25821161,2.42295098,2.02589965,0.57100904,-0.05001520,0.11661635,0.11494901,3.21408248,4.02333117,0.25465694,0.25744936,4.03959465,1.04727626,3.55720620,0.00003649,31.97366142,6463.10742188,40.71873093,0.94324356
internalMesh,9264,0.04062037,0.01702299,0.00000000,0.04404312,4.27487946,-0.01587697,0.01496860,4.27493525,2.42189193,1.96837509,0.56462657,-0.07161405,0.09698556,0.07824532,3.17482615,4.15887785,0.11326463,0.20191975,4.16531706,1.09228945,3.56973622,0.00003767,31.96692276,6419.77539062,40.49321365,0.94338375
internalMesh,9265,0.04146457,0.01704258,0.00000000,0.04483035,4.29000425,-0.01665048,0.01742183,4.29007196,2.39837480,1.88324571,0.55751055,-0.11295749,0.07807574,0.04276037,3.10327530,4.30287647,-0.03341917,0.22000909,4.30862713,1.09831381,3.51787939,0.00003326,31.96472359,6376.11865234,40.38191223,0.94413412
internalMesh,9266,0.04231533,0.01706232,0.00000000,0.04562576,4.29748058,-0.01869463,0.01549737,4.29754925,2.39463067,1.79339385,0.55023289,-0.14418334,0.07086387,0.02971054,3.04630375,4.39804316,-0.07614432,0.25798172,4.40626097,1.07339501,3.44252399,0.00002682,31.96334839,6332.60791016,40.39516449,0.94569188
internalMesh,9267,0.04317271,0.01708221,0.00000000,0.04642935,4.29693460,-0.02226433,0.01011275,4.29700422,2.40329695,1.70032942,0.53567827,-0.16056016,0.06724671,0.03250425,2.99754333,4.42364264,-0.09987448,0.21990694,4.43023109,1.01064181,3.33029412,0.00002477,31.95994759,6289.40429688,40.38859558,0.94755632
internalMesh,9268,0.04389219,0.01709925,0.00000000,0.04710529,4.29161406,-0.02685601,0.00590389,4.29170227,2.41125226,1.61565709,0.51690567,-0.16430585,0.06103844,0.03519922,2.95358062,4.38480282,-0.20120709,0.09757237,4.39050102,0.93933183,3.21123902,0.00002803,31.95726776,6246.18652344,40.37229156,0.94832379
internalMesh,9269,0.04505320,0.01688116,0.00000000,0.04811200,4.28102541,-0.03278578,0.00563053,4.28115463,2.43689203,1.55073547,0.49692363,-0.15326288,0.05125804,0.02972290,2.93549943,4.31641197,-0.32170084,-0.00231790,4.32838392,0.88044041,3.12271585,0.00002747,31.95679855,6202.37646484,40.39168167,0.94734532
internalMesh,9270,0.04578505,0.01714282,0.00000000,0.04888913,4.27115583,-0.03897393,0.00582536,4.27133751,2.44494915,1.50632215,0.47473735,-0.13796109,0.04293870,0.02866747,2.91442227,4.27679777,-0.39071974,-0.04966500,4.29489565,0.83097363,3.04397766,0.00003001,31.96067619,6158.26855469,40.45046234,0.94351512
internalMesh,9271,0.04666940,0.01716334,0.00000000,0.04972538,4.26306152,-0.04368303,0.00627222,4.26328993,2.44185376,1.48082459,0.45272845,-0.12940879,0.03556821,0.03209155,2.89473581,4.25396490,-0.35356390,-0.08909740,4.26956224,0.80254537,2.99024863,0.00003131,31.97220421,6114.31494141,40.58165359,0.93670571
internalMesh,9272,0.04756063,0.01718402,0.00000000,0.05056979,4.25508833,-0.04710709,0.00679358,4.25535440,2.44954324,1.46989381,0.43453082,-0.12816294,0.02812785,0.03862508,2.89281440,4.23681450,-0.23466423,-0.14229396,4.24569321,0.80193722,2.97892108,0.00003123,31.99005890,6070.44824219,40.77976608,0.93044829
internalMesh,9273,0.04845879,0.01720486,0.00000000,0.05142238,4.24851751,-0.05009507,0.00847458,4.24882126,2.46304822,1.46351826,0.41409069,-0.13737170,0.01742158,0.03676653,2.89835978,4.24689627,-0.12409351,-0.17635117,4.25236702,0.79102230,2.96135099,0.00002800,32.01153564,6026.34619141,40.98448944,0.92639005
internalMesh,9274,0.04936393,0.01722586,0.00000000,0.05228315,4.24119711,-0.05706877,0.01198545,4.24159813,2.48876071,1.45377851,0.39256179,-0.13132133,0.01167595,0.02162976,2.91193342,4.28458214,-0.02218226,-0.19096825,4.28889322,0.76234394,2.92989447,0.00002632,32.03535843,5981.91748047,41.10675049,0.92456633
internalMesh,9275,0.05027611,0.01724702,0.00000000,0.05315211,4.23432875,-0.06681001,0.01619812,4.23488665,2.50670528,1.42561698,0.37247905,-0.11287613,0.00947139,0.00385562,2.90990400,4.33112144,0.06747577,-0.16470264,4.33477736,0.72226393,2.87466463,0.00002934,32.06163788,5937.17285156,41.10779190,0.92461056
internalMesh,9276,0.05119538,0.01726835,0.00000000,0.05402927,4.22918844,-0.07764815,0.01800831,4.22993946,2.51965451,1.39611614,0.35518283,-0.09902013,0.01104609,-0.00663877,2.90412211,4.37361383,0.12509118,-0.09260294,4.37638235,0.67946893,2.81494574,0.00003193,32.08921051,5892.17919922,41.05473328,0.92689526
internalMesh,9277,0.05212179,0.01728984,0.00000000,0.05491466,4.22409010,-0.08773290,0.01957667,4.22504663,2.54438043,1.37114513,0.34390575,-0.09639812,0.00970170,-0.01818733,2.91236997,4.37168121,0.13603622,-0.00613083,4.37380171,0.64591366,2.77562942,0.00002884,32.11589050,5846.97998047,41.02277374,0.93035442
internalMesh,9278,0.05305541,0.01731151,0.00000000,0.05580829,4.21971035,-0.09335540,0.02066447,4.22079372,2.57867432,1.33128941,0.33646679,-0.12096198,0.00484235,-0.02801370,2.92413116,4.34520292,0.11566725,0.04005257,4.34692669,0.62360299,2.74681832,0.00002567,32.13964081,5801.80761719,40.98773575,0.93262416
internalMesh,9279,0.05399629,0.01733334,0.00000000,0.05671018,4.21825504,-0.09813917,0.01882494,4.21943855,2.60226607,1.28418458,0.33371046,-0.16146533,0.00659026,-0.02694176,2.92559767,4.34043026,0.10405798,0.02636266,4.34175730,0.59767568,2.70775614,0.00002233,32.15964127,5756.92724609,40.88287735,0.93285781
internalMesh,9280,0.05494449,0.01735534,0.00000000,0.05762035,4.21854210,-0.10538861,0.01433532,4.21988249,2.61153197,1.24212837,0.32856658,-0.19553524,0.01736385,-0.01009450,2.91711760,4.32263327,0.09018811,-0.02391791,4.32364035,0.57136303,2.66247634,0.00002359,32.17649078,5712.22363281,40.72173691,0.93177193
internalMesh,9281,0.05590005,0.01737751,0.00000000,0.05853882,4.21822023,-0.11409879,0.00925923,4.21977329,2.61810780,1.21354938,0.32640821,-0.21713898,0.03229418,0.01175483,2.91239810,4.30201006,0.06797727,-0.05911442,4.30295324,0.56614673,2.64517933,0.00002873,32.18760681,5667.42968750,40.47241974,0.93019968
internalMesh,9282,0.05686305,0.01739985,0.00000000,0.05946563,4.21668005,-0.12105478,0.00522530,4.21842051,2.62312794,1.19136071,0.32720557,-0.23915187,0.04172732,0.02640426,2.90978289,4.31625175,0.06793179,-0.05504541,4.31713724,0.57573545,2.64658249,0.00002879,32.19453812,5622.32714844,40.16750336,0.92904681
internalMesh,9283,0.05783353,0.01742237,0.00000000,0.06040079,4.21434355,-0.12628689,0.00081498,4.21623516,2.61408734,1.16705525,0.32830760,-0.26782325,0.04326110,0.03394928,2.89447927,4.35056067,0.10450442,-0.03854220,4.35198641,0.57457680,2.62930187,0.00002749,32.20045471,5576.82519531,39.90850449,0.92612958
internalMesh,9284,0.05881156,0.01744506,0.00000000,0.06134435,4.20978689,-0.13079005,-0.00431082,4.21182013,2.59405661,1.13590300,0.32802555,-0.29981661,0.03866312,0.03545831,2.86699295,4.37571239,0.14002766,-0.00892221,4.37796164,0.56767648,2.59666931,0.00002739,32.20781708,5531.21826172,39.68652725,0.91770834
internalMesh,9285,0.05979719,0.01746793,0.00000000,0.06229633,4.20167732,-0.13479850,-0.00909026,4.20384884,2.56408429,1.10095644,0.32331869,-0.33287510,0.02743077,0.03132555,2.82908249,4.39146709,0.12982824,0.02806287,4.39347553,0.56167984,2.55585959,0.00002532,32.21833420,5486.11621094,39.56327057,0.91389507
internalMesh,9286,0.06079048,0.01749097,0.00000000,0.06325675,4.18872547,-0.13860901,-0.01260461,4.19103718,2.52752638,1.07387817,0.31428429,-0.36178011,0.01331054,0.02453975,2.78783846,4.41374779,0.08926924,0.05051503,4.41493940,0.55321115,2.51105539,0.00002740,32.23403931,5441.28027344,39.59002304,0.91546738
internalMesh,9287,0.06179150,0.01751420,0.00000000,0.06422567,4.16842985,-0.14391612,-0.01436101,4.17093801,2.49827147,1.05699992,0.30392089,-0.37068036,0.00125719,0.01903079,2.75476766,4.43546438,0.03986327,0.07496896,4.43627691,0.54919910,2.47879522,0.00002659,32.25344086,5396.00000000,39.71931076,0.91761029
internalMesh,9288,0.06280030,0.01753760,0.00000000,0.06520311,4.14456463,-0.14983602,-0.01253057,4.14729118,2.45561695,1.03709865,0.29664406,-0.36701903,-0.00869079,0.00670468,2.70711088,4.44465065,0.01079016,0.10251509,4.44584560,0.54867178,2.44335144,0.00002448,32.27468109,5349.86816406,39.83816147,0.91846067
internalMesh,9289,0.06381694,0.01756119,0.00000000,0.06618910,4.11804533,-0.15386920,-0.01113499,4.12093401,2.39412522,1.00915635,0.29184228,-0.36157483,-0.00774150,-0.00192155,2.63935685,4.45204210,0.01192667,0.10454296,4.45328522,0.55404973,2.40161156,0.00002026,32.29827499,5303.67724609,39.89943314,0.91810471
