Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_average,k_r_average,k_total_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average
internalMesh,7038,0.167600,0.006358,0.000000,0.167721,6.214605,-0.179326,0.003557,6.217193,2.529829,4.120700,0.000426,0.286885,0.005034,0.001788,4.843814,7.461828,-0.779959,-0.001672,7.502481,0.214777,3.325477,3.540254,0.000005,12.664897,831325.250000,0.135988,0.901695
internalMesh,7039,0.169432,0.006485,0.000000,0.169556,6.173614,-0.154615,0.003482,6.175551,2.410012,4.125874,0.000402,0.282861,0.003044,-0.000138,4.786545,7.428466,-0.772620,-0.002166,7.468537,0.221604,3.268144,3.489748,0.000004,12.827261,809918.562500,0.399119,0.897717
internalMesh,7040,0.171278,0.006528,0.000000,0.171402,6.127773,-0.126560,0.003307,6.129080,2.314288,4.101374,0.000384,0.288143,0.001058,-0.001777,4.718074,7.383872,-0.781587,-0.002248,7.425122,0.208173,3.208023,3.416196,0.000004,13.005090,788626.875000,0.780748,0.895816
internalMesh,7041,0.173138,0.006571,0.000000,0.173262,6.079834,-0.098194,0.003071,6.080627,2.240250,4.065328,0.000372,0.296158,-0.000856,-0.002988,4.651164,7.336235,-0.802305,-0.001939,7.379975,0.191445,3.152975,3.344420,0.000006,13.199540,767454.187500,1.186914,0.895480
internalMesh,7042,0.175012,0.006615,0.000000,0.175137,6.033955,-0.073041,0.002804,6.034398,2.174201,4.030212,0.000365,0.293469,-0.002617,-0.003870,4.588672,7.299950,-0.804605,-0.001473,7.344159,0.183973,3.102389,3.286362,0.000007,13.405895,746407.125000,1.476077,0.896823
internalMesh,7043,0.176901,0.006659,0.000000,0.177026,5.991813,-0.052530,0.002519,5.992043,2.106238,3.997288,0.000359,0.274608,-0.004127,-0.004544,4.526587,7.271720,-0.773260,-0.001010,7.312718,0.197434,3.051943,3.249376,0.000006,13.619054,725490.812500,1.600417,0.897178
internalMesh,7044,0.178805,0.006703,0.000000,0.178930,5.952132,-0.036671,0.002218,5.952246,2.038344,3.960900,0.000356,0.243633,-0.005362,-0.005047,4.461276,7.242222,-0.710807,-0.000544,7.277021,0.215407,2.999799,3.215206,0.000006,13.834727,704709.312500,1.636947,0.896304
internalMesh,7045,0.180723,0.006748,0.000000,0.180849,5.914233,-0.025423,0.001913,5.914288,1.971349,3.916240,0.000353,0.205740,-0.006368,-0.005389,4.389255,7.202807,-0.595197,0.000040,7.227357,0.238897,2.943971,3.182869,0.000005,14.047767,684069.687500,1.744962,0.893367
internalMesh,7046,0.182398,0.006788,0.000000,0.182524,5.879043,-0.018657,0.001616,5.879073,1.904655,3.863846,0.000352,0.165352,-0.007221,-0.005592,4.310967,7.140618,-0.414911,0.000966,7.152663,0.244183,2.884426,3.128609,0.000005,14.252722,663576.000000,2.061980,0.890544
internalMesh,7047,0.184866,0.006844,0.000000,0.184993,5.847395,-0.015860,0.001342,5.847417,1.838502,3.807279,0.000351,0.128428,-0.007998,-0.005690,4.229899,7.052734,-0.216779,0.002164,7.056065,0.245533,2.823066,3.068599,0.000006,14.445011,643234.250000,2.693639,0.889445
internalMesh,7048,0.186569,0.006885,0.000000,0.186696,5.820254,-0.016054,0.001098,5.820277,1.773881,3.750274,0.000352,0.098691,-0.008740,-0.005700,4.149826,6.951563,-0.069432,0.003328,6.951910,0.251845,2.762253,3.014098,0.000007,14.620816,623049.750000,3.636724,0.889582
internalMesh,7049,0.188548,0.006931,0.000000,0.188675,5.797566,-0.018061,0.000884,5.797594,1.709424,3.694409,0.000354,0.079070,-0.009462,-0.005637,4.071506,6.844060,-0.010799,0.004045,6.844069,0.239530,2.702093,2.941623,0.000007,14.776916,603026.000000,4.819237,0.890053
internalMesh,7050,0.190542,0.006977,0.000000,0.190670,5.779442,-0.020755,0.000695,5.779480,1.645897,3.639067,0.000356,0.068565,-0.010149,-0.005515,3.994574,6.740563,-0.032214,0.004098,6.740642,0.216056,2.642660,2.858717,0.000006,14.911943,583168.125000,6.059609,0.892029
internalMesh,7051,0.192552,0.007024,0.000000,0.192680,5.764524,-0.023034,0.000527,5.764570,1.582020,3.580590,0.000357,0.069728,-0.010756,-0.005362,3.915153,6.648918,-0.091179,0.003618,6.649544,0.202476,2.581484,2.783960,0.000006,15.025739,563479.125000,7.147820,0.894384
internalMesh,7052,0.194577,0.007071,0.000000,0.194706,5.753438,-0.024783,0.000378,5.753491,1.519724,3.519100,0.000357,0.076878,-0.011243,-0.005189,3.834018,6.577328,-0.156137,0.002859,6.579182,0.194195,2.519591,2.713786,0.000007,15.120716,543962.062500,7.976555,0.895397
internalMesh,7053,0.196619,0.007136,0.000000,0.196748,5.744109,-0.025807,0.000252,5.744167,1.457418,3.456252,0.000356,0.097030,-0.011622,-0.005043,3.752242,6.529504,-0.233503,0.002031,6.533679,0.188003,2.457013,2.645016,0.000007,15.197280,524618.687500,8.534304,0.895594
internalMesh,7054,0.198691,0.007194,0.000000,0.198822,5.740022,-0.026928,0.000162,5.740085,1.398202,3.397049,0.000354,0.116687,-0.011927,-0.004864,3.675417,6.514547,-0.330309,0.001290,6.522915,0.184120,2.397803,2.581922,0.000007,15.257854,505450.500000,8.832007,0.895353
internalMesh,7055,0.200749,0.007215,0.000000,0.200878,5.735835,-0.027729,0.000104,5.735902,1.339440,3.345870,0.000351,0.150309,-0.012185,-0.004726,3.607175,6.515796,-0.427911,0.000714,6.529832,0.187634,2.342831,2.530465,0.000007,15.296935,486458.093750,8.883179,0.894522
internalMesh,7056,0.202838,0.007264,0.000000,0.202968,5.741213,-0.029018,0.000080,5.741287,1.285986,3.298666,0.000345,0.175817,-0.012339,-0.004486,3.544861,6.532222,-0.514774,0.000163,6.552474,0.196101,2.292498,2.488599,0.000006,15.318903,467640.968750,8.719007,0.893266
internalMesh,7057,0.204943,0.007313,0.000000,0.205074,5.739863,-0.030144,0.000071,5.739942,1.223399,3.257191,0.000339,0.202646,-0.012385,-0.004206,3.485288,6.544558,-0.586594,-0.000522,6.570794,0.218107,2.240464,2.458571,0.000007,15.312534,448999.375000,8.358268,0.892407
internalMesh,7058,0.000264,0.003040,0.000000,0.003052,10.137119,0.072318,-0.001702,10.137378,0.104043,0.230245,0.000043,-0.141560,-0.000078,0.000323,0.289615,10.152349,0.095818,0.000181,10.152802,0.107416,0.167166,0.274582,0.000002,5.496625,4184143.500000,-6.275597,1.000000
internalMesh,7059,0.000795,0.003054,0.000000,0.003156,10.141371,0.070942,-0.001763,10.141619,0.103988,0.289343,0.000045,-0.152743,-0.000109,0.000378,0.343313,10.158079,0.097480,0.000157,10.158546,0.104991,0.196688,0.301679,0.000002,5.387764,4153418.750000,-6.338075,1.000000
internalMesh,7060,0.001329,0.003068,0.000000,0.003344,10.145198,0.069421,-0.001838,10.145435,0.101539,0.355128,0.000048,-0.157307,-0.000142,0.000436,0.401462,10.164304,0.098555,0.000128,10.164782,0.102033,0.228358,0.330391,0.000002,5.278745,4124057.500000,-6.406678,1.000000
internalMesh,7061,0.001868,0.003082,0.000000,0.003604,10.148499,0.067968,-0.001914,10.148726,0.098630,0.425307,0.000051,-0.154521,-0.000173,0.000487,0.463132,10.170825,0.098896,0.000093,10.171306,0.098616,0.261994,0.360610,0.000002,5.170471,4096114.500000,-6.479621,1.000000
internalMesh,7062,0.002320,0.003182,0.000000,0.003938,10.151477,0.066833,-0.001995,10.151697,0.097335,0.497868,0.000054,-0.145170,-0.000197,0.000529,0.527657,10.177395,0.098454,0.000051,10.177871,0.095502,0.297629,0.393131,0.000002,5.061738,4069540.250000,-6.555153,1.000000
internalMesh,7063,0.003050,0.003201,0.000000,0.004421,10.154470,0.066216,-0.002082,10.154687,0.099189,0.571433,0.000057,-0.130673,-0.000200,0.000565,0.594517,10.183709,0.097281,0.000003,10.184174,0.092852,0.335339,0.428191,0.000002,4.949087,4044199.500000,-6.630914,1.000000
internalMesh,7064,0.003509,0.003126,0.000000,0.004700,10.157806,0.066122,-0.002176,10.158022,0.104982,0.645484,0.000060,-0.112048,-0.000170,0.000600,0.663495,10.189548,0.095519,-0.000052,10.189995,0.090311,0.375263,0.465574,0.000002,4.828266,4019951.500000,-6.704821,1.000000
internalMesh,7065,0.004065,0.003140,0.000000,0.005137,10.161790,0.066313,-0.002269,10.162006,0.115093,0.720346,0.000063,-0.089555,-0.000094,0.000640,0.734959,10.194672,0.093457,-0.000106,10.195100,0.088178,0.417751,0.505929,0.000002,4.696042,3996648.500000,-6.775266,1.000000
internalMesh,7066,0.004625,0.003155,0.000000,0.005599,10.166510,0.066385,-0.002357,10.166727,0.129887,0.796967,0.000066,-0.062957,0.000040,0.000690,0.809933,10.199005,0.091378,-0.000155,10.199414,0.086369,0.463460,0.549829,0.000002,4.551179,3974151.750000,-6.841512,1.000000
internalMesh,7067,0.005189,0.003170,0.000000,0.006081,10.171885,0.065936,-0.002436,10.172099,0.149935,0.876430,0.000070,-0.031814,0.000241,0.000764,0.889732,10.202584,0.089541,-0.000193,10.202977,0.084639,0.513217,0.597856,0.000002,4.394494,3952343.000000,-6.904156,1.000000
internalMesh,7068,0.005758,0.003185,0.000000,0.006580,10.177609,0.064722,-0.002506,10.177815,0.176159,0.959401,0.000075,0.004420,0.000519,0.000880,0.975450,10.205600,0.088185,-0.000220,10.205980,0.082994,0.567818,0.650812,0.000002,4.228345,3931120.000000,-6.965333,1.000000
internalMesh,7069,0.006331,0.003200,0.000000,0.007094,10.183400,0.062717,-0.002569,10.183594,0.210025,1.045817,0.000080,0.046376,0.000882,0.001061,1.067706,10.208414,0.087199,-0.000242,10.208787,0.081336,0.627961,0.709297,0.000002,4.055501,3910410.750000,-7.028859,1.000000
internalMesh,7070,0.006909,0.003215,0.000000,0.007620,10.188969,0.060074,-0.002620,10.189146,0.253677,1.134799,0.000088,0.094572,0.001335,0.001334,1.166649,10.211468,0.086286,-0.000275,10.211832,0.079872,0.694282,0.774155,0.000002,3.878034,3890123.500000,-7.099119,1.000000
internalMesh,7071,0.007491,0.003231,0.000000,0.008158,10.194175,0.057048,-0.002654,10.194335,0.309784,1.224779,0.000097,0.149008,0.001874,0.001721,1.272108,10.214842,0.084993,-0.000344,10.215196,0.078287,0.767330,0.845617,0.000002,3.696764,3870203.750000,-7.178431,1.000000
internalMesh,7072,0.008078,0.003246,0.000000,0.008705,10.199007,0.053909,-0.002660,10.199150,0.380968,1.313811,0.000108,0.208740,0.002481,0.002232,1.383770,10.218139,0.082847,-0.000471,10.218474,0.076621,0.847444,0.924065,0.000003,3.511243,3850605.500000,-7.264297,0.999999
internalMesh,7073,0.008669,0.003262,0.000000,0.009262,10.203599,0.050878,-0.002630,10.203726,0.469039,1.400205,0.000119,0.271732,0.003127,0.002854,1.501475,10.220737,0.079935,-0.000663,10.221050,0.075108,0.934682,1.009790,0.000003,3.320118,3831280.000000,-7.352152,0.999997
internalMesh,7074,0.009265,0.003278,0.000000,0.009827,10.208152,0.048082,-0.002558,10.208265,0.574372,1.483235,0.000132,0.335179,0.003778,0.003549,1.625504,10.221774,0.076651,-0.000897,10.222061,0.073722,1.028870,1.102591,0.000003,3.121511,3812189.000000,-7.436933,0.999991
internalMesh,7075,0.009865,0.003293,0.000000,0.010400,10.212809,0.045521,-0.002439,10.212911,0.695735,1.563444,0.000144,0.396212,0.004415,0.004265,1.756538,10.220060,0.073653,-0.001152,10.220325,0.072544,1.129662,1.202206,0.000002,2.913359,3793301.250000,-7.511954,0.999977
internalMesh,7076,0.010470,0.003309,0.000000,0.010981,10.217631,0.043034,-0.002274,10.217722,0.830648,1.642223,0.000157,0.452506,0.005033,0.004949,1.895174,10.214691,0.072382,-0.001396,10.214948,0.071399,1.236514,1.307913,0.000002,2.693924,3774582.500000,-7.572451,0.999948
internalMesh,7077,0.011080,0.003325,0.000000,0.011568,10.222438,0.040353,-0.002064,10.222518,0.976002,1.721127,0.000170,0.502453,0.005638,0.005559,2.041416,10.205791,0.075041,-0.001600,10.206067,0.070224,1.348649,1.418873,0.000002,2.462382,3756021.250000,-7.619789,0.999885
internalMesh,7078,0.011694,0.003342,0.000000,0.012162,10.226758,0.037159,-0.001817,10.226826,1.128628,1.801152,0.000185,0.544811,0.006244,0.006058,2.194275,10.194835,0.083246,-0.001721,10.195175,0.068834,1.464982,1.533816,0.000002,2.219052,3737584.000000,-7.662744,0.999770
internalMesh,7079,0.012314,0.003358,0.000000,0.012763,10.229780,0.033107,-0.001542,10.229834,1.286100,1.881929,0.000201,0.578047,0.006856,0.006411,2.351582,10.184692,0.096548,-0.001738,10.185150,0.067399,1.584115,1.651514,0.000002,1.965296,3719252.750000,-7.720145,0.999609
internalMesh,7080,0.012938,0.003374,0.000000,0.013371,10.230326,0.027765,-0.001249,10.230364,1.448232,1.961004,0.000220,0.600078,0.007467,0.006578,2.510599,10.179034,0.112680,-0.001658,10.179658,0.065650,1.704729,1.770378,0.000002,1.702952,3701019.750000,-7.810442,0.999351
internalMesh,7081,0.013567,0.003391,0.000000,0.013984,10.227141,0.020650,-0.000949,10.227162,1.618341,2.034348,0.000242,0.609012,0.008061,0.006521,2.669944,10.179289,0.129639,-0.001501,10.180115,0.064031,1.826465,1.890496,0.000002,1.433686,3682861.250000,-7.936122,0.999071
internalMesh,7082,0.014201,0.003408,0.000000,0.014604,10.219113,0.011413,-0.000652,10.219120,1.801973,2.098881,0.000265,0.604666,0.008630,0.006212,2.831632,10.183875,0.145949,-0.001276,10.184921,0.062824,1.950559,2.013384,0.000002,1.158644,3664765.000000,-8.090081,0.998743
internalMesh,7083,0.014839,0.003425,0.000000,0.015229,10.206035,0.000191,-0.000368,10.206035,2.001075,2.155075,0.000289,0.588457,0.009186,0.005663,2.999174,10.192428,0.160290,-0.000989,10.193688,0.061782,2.078219,2.140002,0.000002,0.878721,3646725.500000,-8.270825,0.998462
internalMesh,7084,0.015483,0.003442,0.000000,0.015861,10.188572,-0.012330,-0.000105,10.188580,2.207639,2.206650,0.000314,0.560894,0.009760,0.004932,3.171387,10.206217,0.172146,-0.000648,10.207668,0.060897,2.207302,2.268199,0.000002,0.594641,3628726.750000,-8.480150,0.998123
internalMesh,7085,0.016132,0.003459,0.000000,0.016499,10.167884,-0.025324,0.000129,10.167915,2.407032,2.257543,0.000340,0.520855,0.010390,0.004113,3.340916,10.226115,0.181996,-0.000276,10.227735,0.059930,2.332457,2.392387,0.000003,0.306854,3610764.750000,-8.715627,0.997719
internalMesh,7086,0.016786,0.003476,0.000000,0.017142,10.144726,-0.038381,0.000333,10.144798,2.591131,2.309419,0.000370,0.468368,0.011098,0.003295,3.502410,10.250402,0.188224,0.000082,10.252131,0.059419,2.450460,2.509879,0.000003,0.015463,3592832.000000,-8.976267,0.997363
internalMesh,7087,0.017445,0.003493,0.000000,0.017791,10.119445,-0.051562,0.000505,10.119576,2.762866,2.361761,0.000397,0.405818,0.011886,0.002538,3.657346,10.274389,0.185432,0.000310,10.276062,0.059494,2.562512,2.622007,0.000003,-0.279707,3574915.250000,-9.262986,0.996984
internalMesh,7088,0.018109,0.003511,0.000000,0.018446,10.092355,-0.065010,0.000647,10.092565,2.928270,2.413574,0.000422,0.336312,0.012729,0.001854,3.809642,10.292438,0.168959,0.000314,10.293824,0.059703,2.671133,2.730836,0.000002,-0.578972,3557002.750000,-9.564509,0.996407
internalMesh,7089,0.018778,0.003529,0.000000,0.019107,10.064296,-0.078654,0.000762,10.064603,3.089085,2.465194,0.000451,0.262650,0.013615,0.001262,3.960909,10.299413,0.140009,0.000065,10.300364,0.059527,2.777365,2.836892,0.000002,-0.882553,3539099.250000,-9.853494,0.994887
internalMesh,7090,0.020817,0.003582,0.000000,0.021123,9.985494,-0.117383,0.000988,9.986183,3.503101,2.643379,0.000538,0.040375,0.016439,0.000138,4.388744,10.265952,0.029378,-0.001631,10.265994,0.058073,3.073509,3.131582,0.000003,-1.816178,3485324.250000,-10.475468,0.991625
internalMesh,7091,0.021507,0.003600,0.000000,0.021806,9.963457,-0.129025,0.001031,9.964293,3.607844,2.716306,0.000567,-0.028142,0.017393,0.000000,4.516188,10.241846,0.000487,-0.002249,10.241846,0.057294,3.162358,3.219652,0.000004,-2.132007,3467372.250000,-10.580875,0.991629
internalMesh,7092,0.022203,0.003619,0.000000,0.022496,9.943667,-0.140368,0.001060,9.944658,3.697440,2.794745,0.000593,-0.092341,0.018317,-0.000032,4.635787,10.213897,-0.017329,-0.002679,10.213912,0.056096,3.246389,3.302485,0.000004,-2.447943,3449391.250000,-10.647340,0.991704
internalMesh,7093,0.022904,0.003637,0.000000,0.023191,9.925838,-0.151733,0.001074,9.926998,3.774710,2.876601,0.000618,-0.152138,0.019187,0.000022,4.748345,10.185392,-0.026971,-0.002822,10.185429,0.055898,3.325965,3.381862,0.000005,-2.762768,3431387.500000,-10.691700,0.991670
internalMesh,7094,0.023610,0.003656,0.000000,0.023891,9.909648,-0.163379,0.001076,9.910995,3.842091,2.960074,0.000640,-0.207979,0.019984,0.000140,4.854622,10.153473,-0.032327,-0.002661,10.153524,0.058705,3.401402,3.460107,0.000005,-3.074908,3413352.750000,-10.723042,0.991296
internalMesh,7095,0.024322,0.003675,0.000000,0.024598,9.894653,-0.175530,0.001061,9.896210,3.901594,3.043649,0.000659,-0.260674,0.020693,0.000295,4.955262,10.116117,-0.031084,-0.002181,10.116165,0.064778,3.472951,3.537729,0.000005,-3.382562,3395287.000000,-10.739622,0.989534
internalMesh,7096,0.024919,0.003789,0.000000,0.025206,9.880276,-0.188446,0.001029,9.882072,3.955535,3.125700,0.000676,-0.311326,0.021306,0.000465,5.051103,10.080096,-0.016183,-0.001347,10.080110,0.070963,3.540955,3.611918,0.000005,-3.683785,3377184.500000,-10.754216,0.985823
internalMesh,7097,0.025884,0.003815,0.000000,0.026163,9.865677,-0.202482,0.000977,9.867755,4.007931,3.203760,0.000694,-0.361356,0.021821,0.000647,5.143797,10.049562,0.014351,-0.000218,10.049572,0.075854,3.606193,3.682047,0.000005,-3.976462,3359044.250000,-10.789006,0.983857
internalMesh,7098,0.026491,0.003732,0.000000,0.026753,9.850034,-0.218021,0.000905,9.852447,4.065016,3.274780,0.000712,-0.411677,0.022243,0.000862,5.236269,10.022001,0.057877,0.001158,10.022168,0.080556,3.670254,3.750810,0.000005,-4.258997,3340864.500000,-10.843509,0.982987
internalMesh,7099,0.027226,0.003751,0.000000,0.027483,9.832940,-0.235142,0.000813,9.835752,4.132642,3.337214,0.000727,-0.461740,0.022586,0.001125,5.331926,9.995197,0.110516,0.002662,9.995809,0.084147,3.735291,3.819438,0.000005,-4.529925,3322643.500000,-10.923825,0.982391
internalMesh,7100,0.027966,0.003771,0.000000,0.028219,9.814951,-0.253313,0.000704,9.818219,4.209470,3.393751,0.000739,-0.509912,0.022846,0.001416,5.431180,9.967617,0.166743,0.004124,9.969012,0.092065,3.801981,3.894046,0.000006,-4.787725,3304378.500000,-11.055129,0.982119
internalMesh,7101,0.028711,0.003791,0.000000,0.028961,9.797349,-0.271577,0.000577,9.801112,4.283683,3.450309,0.000750,-0.555581,0.022997,0.001666,5.528452,9.942513,0.221207,0.005404,9.944976,0.106774,3.867371,3.974146,0.000008,-5.030876,3286066.750000,-11.253876,0.981349
internalMesh,7102,0.029463,0.003810,0.000000,0.029708,9.780936,-0.289360,0.000436,9.785215,4.344762,3.510534,0.000758,-0.599416,0.023020,0.001822,5.617886,9.928280,0.268187,0.006472,9.931904,0.120558,3.928027,4.048586,0.000009,-5.258873,3267706.500000,-11.530533,0.979019
internalMesh,7103,0.030221,0.003830,0.000000,0.030462,9.765173,-0.306924,0.000287,9.769995,4.393934,3.572670,0.000765,-0.642268,0.022932,0.001878,5.699445,9.930377,0.302011,0.007339,9.934971,0.132891,3.983685,4.116576,0.000009,-5.471076,3249292.000000,-11.891584,0.976105
internalMesh,7104,0.030984,0.003850,0.000000,0.031222,9.749223,-0.324636,0.000129,9.754626,4.435048,3.633481,0.000769,-0.685439,0.022759,0.001824,5.774269,9.951300,0.318911,0.007991,9.956411,0.146129,4.034649,4.180779,0.000010,-5.666947,3230827.250000,-12.335805,0.975136
internalMesh,7105,0.031753,0.003871,0.000000,0.031988,9.733067,-0.342190,-0.000033,9.739080,4.462811,3.693665,0.000772,-0.730896,0.022514,0.001626,5.839055,9.990432,0.311782,0.008310,9.995299,0.166230,4.078624,4.244854,0.000011,-5.846056,3212309.500000,-12.847278,0.974732
internalMesh,7106,0.032528,0.003891,0.000000,0.032760,9.717434,-0.359004,-0.000195,9.724063,4.467388,3.756939,0.000773,-0.777712,0.022221,0.001259,5.888758,10.035028,0.277289,0.008191,10.038862,0.181252,4.112550,4.293803,0.000011,-6.008134,3193732.750000,-13.394219,0.975025
internalMesh,7107,0.033310,0.003912,0.000000,0.033539,9.702789,-0.374847,-0.000353,9.710028,4.448535,3.826892,0.000774,-0.821247,0.021922,0.000744,5.925326,10.071228,0.220781,0.007628,10.073650,0.195243,4.138100,4.333343,0.000012,-6.153121,3175104.750000,-13.930840,0.975028
internalMesh,7108,0.034097,0.003933,0.000000,0.034323,9.689047,-0.389888,-0.000504,9.696888,4.415449,3.904532,0.000773,-0.855964,0.021672,0.000133,5.956065,10.103827,0.141896,0.006670,10.104825,0.207575,4.160377,4.367951,0.000012,-6.281252,3156410.500000,-14.426489,0.974280
internalMesh,7109,0.034891,0.003953,0.000000,0.035114,9.675843,-0.404614,-0.000644,9.684299,4.378532,3.985405,0.000773,-0.878027,0.021524,-0.000515,5.985516,10.136374,0.037229,0.005516,10.136444,0.215355,4.182355,4.397711,0.000011,-6.392677,3137659.000000,-14.832165,0.973548
internalMesh,7110,0.035690,0.003975,0.000000,0.035911,9.662763,-0.419512,-0.000771,9.671865,4.345175,4.061754,0.000773,-0.887460,0.021509,-0.001141,6.013855,10.151190,-0.076942,0.004174,10.151483,0.211530,4.203851,4.415382,0.000009,-6.487692,3118846.500000,-15.107402,0.973715
internalMesh,7111,0.036496,0.003996,0.000000,0.036714,9.649556,-0.434791,-0.000884,9.659347,4.318279,4.127890,0.000774,-0.887235,0.021628,-0.001704,6.039426,10.136147,-0.172238,0.002872,10.137611,0.201199,4.223471,4.424670,0.000008,-6.567012,3099971.250000,-15.227427,0.974577
internalMesh,7112,0.037308,0.004017,0.000000,0.037524,9.636194,-0.450388,-0.000983,9.646714,4.297393,4.182399,0.000775,-0.880512,0.021865,-0.002178,6.061009,10.100133,-0.235140,0.001655,10.102870,0.188201,4.240283,4.428484,0.000008,-6.631526,3081036.500000,-15.223470,0.975730
internalMesh,7113,0.038127,0.004039,0.000000,0.038340,9.622793,-0.466111,-0.001067,9.634075,4.281143,4.226800,0.000778,-0.869164,0.022202,-0.002543,6.078649,10.053026,-0.269908,0.000481,10.056649,0.177410,4.254360,4.431770,0.000008,-6.682308,3062031.500000,-15.146831,0.976937
internalMesh,7114,0.038951,0.004061,0.000000,0.039163,9.609426,-0.481772,-0.001136,9.621496,4.268924,4.263260,0.000782,-0.854054,0.022619,-0.002787,6.093359,9.998221,-0.281020,-0.000588,10.002170,0.170648,4.266483,4.437131,0.000009,-6.720227,3042965.750000,-15.035398,0.978000
internalMesh,7115,0.039859,0.004186,0.000000,0.040078,9.596041,-0.497322,-0.001188,9.608919,4.261475,4.292842,0.000787,-0.835956,0.023095,-0.002900,6.106393,9.942142,-0.270412,-0.001598,9.945819,0.169612,4.277552,4.447164,0.000009,-6.746192,3023834.250000,-14.923512,0.978858
internalMesh,7116,0.040620,0.004105,0.000000,0.040827,9.582417,-0.512873,-0.001223,9.596132,4.260520,4.314939,0.000793,-0.816144,0.023602,-0.002882,6.118610,9.893350,-0.241355,-0.002550,9.896294,0.169640,4.288127,4.457767,0.000010,-6.761154,3004642.750000,-14.842787,0.978473
internalMesh,7117,0.041465,0.004127,0.000000,0.041669,9.568259,-0.528592,-0.001238,9.582850,4.267982,4.328155,0.000800,-0.796379,0.024110,-0.002748,6.130530,9.854667,-0.199631,-0.003446,9.856689,0.158984,4.298469,4.457452,0.000009,-6.765599,2985380.250000,-14.822582,0.977150
internalMesh,7118,0.042315,0.004149,0.000000,0.042518,9.553336,-0.544575,-0.001233,9.568845,4.285020,4.331627,0.000807,-0.778554,0.024583,-0.002522,6.142569,9.824627,-0.152862,-0.004115,9.825817,0.153939,4.308727,4.462666,0.000009,-6.759888,2966047.000000,-14.878032,0.974676
internalMesh,7119,0.043173,0.004253,0.000000,0.043382,9.537585,-0.560798,-0.001206,9.554058,4.311396,4.325647,0.000813,-0.764157,0.024992,-0.002230,6.154992,9.803989,-0.109550,-0.004387,9.804603,0.159385,4.318928,4.478313,0.000009,-6.744118,2946651.500000,-15.003138,0.973300
internalMesh,7120,0.044114,0.004301,0.000000,0.044323,9.521131,-0.577118,-0.001158,9.538606,4.345444,4.311727,0.000819,-0.753942,0.025317,-0.001892,6.167896,9.794556,-0.074440,-0.004218,9.794840,0.169503,4.328995,4.498498,0.000010,-6.718512,2927184.000000,-15.191228,0.972936
internalMesh,7121,0.044908,0.004218,0.000000,0.045105,9.504149,-0.593324,-0.001087,9.522652,4.384724,4.292032,0.000824,-0.747966,0.025549,-0.001523,6.181218,9.796576,-0.045578,-0.003802,9.796683,0.174836,4.338790,4.513626,0.000011,-6.682961,2907648.000000,-15.417133,0.973045
internalMesh,7122,0.045785,0.004241,0.000000,0.045981,9.486853,-0.609202,-0.000993,9.506392,4.426793,4.268874,0.000828,-0.745737,0.025689,-0.001126,6.194882,9.808280,-0.020651,-0.003373,9.808302,0.177536,4.348248,4.525784,0.000010,-6.637546,2888048.000000,-15.655690,0.973722
internalMesh,7123,0.046669,0.004264,0.000000,0.046864,9.469489,-0.624544,-0.000876,9.490062,4.469472,4.244533,0.000831,-0.746337,0.025738,-0.000701,6.208859,9.827758,-0.005166,-0.003069,9.827760,0.179156,4.357418,4.536574,0.000010,-6.582506,2868375.000000,-15.902248,0.975002
internalMesh,7124,0.047561,0.004288,0.000000,0.047754,9.452348,-0.639121,-0.000738,9.473930,4.511186,4.221351,0.000833,-0.748648,0.025703,-0.000244,6.223483,9.853350,-0.008381,-0.002853,9.853354,0.177076,4.366684,4.543760,0.000009,-6.518206,2848633.500000,-16.152874,0.975647
internalMesh,7125,0.048459,0.004311,0.000000,0.048650,9.435708,-0.652740,-0.000581,9.458259,4.551471,4.201375,0.000833,-0.751581,0.025592,0.000245,6.239629,9.882331,-0.029747,-0.002739,9.882376,0.176456,4.376839,4.553295,0.000009,-6.445372,2828823.500000,-16.389940,0.975925
internalMesh,7126,0.049364,0.004335,0.000000,0.049554,9.419720,-0.665366,-0.000405,9.443190,4.591370,4.185697,0.000831,-0.754651,0.025413,0.000762,6.258665,9.909608,-0.059463,-0.002747,9.909786,0.181854,4.388949,4.570803,0.000009,-6.364902,2808939.000000,-16.587482,0.975764
internalMesh,7127,0.050276,0.004359,0.000000,0.050465,9.404370,-0.677137,-0.000213,9.428717,4.632849,4.174241,0.000828,-0.758419,0.025169,0.001290,6.281991,9.929373,-0.088147,-0.002954,9.929765,0.193000,4.403959,4.596958,0.000008,-6.277979,2788983.000000,-16.743162,0.975448
internalMesh,7128,0.051195,0.004384,0.000000,0.051383,9.389505,-0.688319,-0.000009,9.414701,4.677697,4.165983,0.000824,-0.764405,0.024861,0.001803,6.310404,9.943487,-0.109001,-0.003340,9.944085,0.206369,4.422252,4.628621,0.000008,-6.185971,2768958.750000,-16.847263,0.974731
