Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average,turbint_U_average,k_total_average,turbint_uprime_average
internalMesh,7036,0.009265,0.004441,0.000000,0.010274,10.483167,-0.050536,0.000000,10.483289,0.705023,1.620342,0.000000,0.385675,-0.000000,-0.000000,1.808677,10.691634,0.084428,-0.000000,10.691968,1.162683,0.000005,5.340642,3829087.500000,-5.909027,1.000000,10.488918,0.083695,0.877203
internalMesh,7037,0.009865,0.004460,0.000000,0.010826,10.478947,-0.063927,0.000000,10.479141,0.820562,1.733391,0.000000,0.446081,0.000000,0.000000,1.968998,10.695143,0.050535,0.000000,10.695262,1.276976,0.000005,5.204832,3809461.250000,-6.071010,1.000000,10.485035,0.087809,0.919990
internalMesh,7038,0.010470,0.004479,0.000000,0.011388,10.473328,-0.075065,0.000000,10.473597,0.948724,1.846813,0.000000,0.508739,0.000000,0.000000,2.137665,10.693061,0.017838,0.000000,10.693076,1.397768,0.000005,5.073829,3790027.750000,-6.187654,1.000000,10.479782,0.091969,0.963113
internalMesh,7039,0.011080,0.004499,0.000000,0.011958,10.466893,-0.083781,0.000000,10.467229,1.089799,1.959601,0.000000,0.572416,0.000000,0.000000,2.314165,10.685504,-0.012530,0.000000,10.685512,1.524700,0.000006,4.940954,3770776.250000,-6.261403,1.000000,10.473737,0.096156,1.006403
internalMesh,7040,0.011694,0.004518,0.000000,0.012537,10.460273,-0.090091,0.000000,10.460661,1.243788,2.070914,0.000000,0.635697,-0.000000,-0.000000,2.497960,10.673025,-0.039326,-0.000000,10.673098,1.657351,0.000006,4.799368,3751675.250000,-6.297526,1.000000,10.467529,0.100349,1.049699
internalMesh,7041,0.012314,0.004538,0.000000,0.013123,10.454030,-0.094172,0.000000,10.454454,1.410477,2.180085,0.000000,0.697139,0.000000,0.000000,2.688535,10.656282,-0.061415,0.000000,10.656460,1.795281,0.000006,4.642438,3732708.750000,-6.304370,1.000000,10.461719,0.104530,1.092862
internalMesh,7042,0.012938,0.004558,0.000000,0.013717,10.448747,-0.096350,-0.000000,10.449191,1.589579,2.286595,0.000000,0.755387,0.000000,-0.000000,2.885461,10.636132,-0.078020,-0.000000,10.636418,1.938087,0.000006,4.464102,3713857.000000,-6.294290,1.000000,10.456891,0.108682,1.135784
internalMesh,7043,0.013567,0.004578,0.000000,0.014318,10.444834,-0.097082,0.000000,10.445285,1.780874,2.390037,0.000000,0.809279,0.000000,0.000000,3.088482,10.613712,-0.088600,0.000000,10.614082,2.085456,0.000007,4.259172,3695112.000000,-6.278680,1.000000,10.453457,0.112793,1.178398
internalMesh,7044,0.014201,0.004598,0.000000,0.014927,10.442660,-0.096925,-0.000000,10.443110,1.984336,2.490105,0.000000,0.857956,0.000000,0.000000,3.297620,10.590453,-0.092955,0.000000,10.590861,2.237220,0.000007,4.023612,3676448.250000,-6.271815,0.999999,10.451788,0.116855,1.220686
internalMesh,7045,0.014839,0.004619,0.000000,0.015542,10.442403,-0.096497,0.000000,10.442849,2.200220,2.586600,0.000000,0.900936,-0.000000,-0.000000,3.513282,10.567871,-0.091380,-0.000000,10.568266,2.393410,0.000007,3.754740,3657863.750000,-6.287255,0.999999,10.452060,0.120867,1.262683
internalMesh,7046,0.015483,0.004639,0.000000,0.016163,10.444166,-0.096448,0.000000,10.444612,2.429050,2.679469,0.000000,0.938149,-0.000000,0.000000,3.736303,10.547746,-0.084517,0.000000,10.548084,2.554259,0.000007,3.451207,3639341.500000,-6.337732,0.999998,10.454376,0.124833,1.304469
internalMesh,7047,0.016132,0.004660,0.000000,0.016792,10.447912,-0.097416,-0.000000,10.448366,2.671332,2.768906,0.000000,0.969864,0.000000,-0.000000,3.967807,10.532032,-0.073122,-0.000000,10.532286,2.720119,0.000007,3.112981,3620877.250000,-6.434555,0.999996,10.458698,0.128761,1.346141
internalMesh,7048,0.016786,0.004681,0.000000,0.017426,10.453552,-0.099955,0.000000,10.454030,2.926555,2.855604,0.000000,0.996474,0.000000,0.000000,4.208582,10.522264,-0.058532,0.000000,10.522427,2.891080,0.000008,2.741225,3602454.500000,-6.587290,0.999993,10.464933,0.132651,1.387723
internalMesh,7049,0.017445,0.004702,0.000000,0.018067,10.461049,-0.104459,-0.000000,10.461571,3.191761,2.940925,0.000000,1.017993,0.000000,0.000000,4.457880,10.519672,-0.042629,0.000000,10.519759,3.066343,0.000008,2.338101,3584064.750000,-6.802954,0.999988,10.473039,0.136483,1.429029
internalMesh,7050,0.018109,0.004723,0.000000,0.018715,10.470312,-0.111179,-0.000000,10.470902,3.461341,3.026560,0.000000,1.033700,0.000000,0.000000,4.712694,10.524299,-0.027719,0.000000,10.524335,3.243950,0.000008,1.906665,3565706.250000,-7.085163,0.999982,10.482924,0.140217,1.469637
internalMesh,7051,0.018778,0.004745,0.000000,0.019368,10.481074,-0.120359,0.000000,10.481766,3.729630,3.113648,0.000000,1.042444,0.000000,0.000000,4.969068,10.535504,-0.016355,0.000000,10.535517,3.421639,0.000008,1.450675,3547365.000000,-7.433589,0.999971,10.494318,0.143813,1.509107
internalMesh,7052,0.019452,0.004766,0.000000,0.020028,10.492639,-0.132403,-0.000000,10.493474,3.994161,3.201883,0.000000,1.043189,0.000000,0.000000,5.224329,10.553420,-0.010983,0.000000,10.553426,3.598022,0.000008,0.974444,3529043.000000,-7.843397,0.999961,10.506531,0.147258,1.547227
internalMesh,7053,0.020132,0.004788,0.000000,0.020693,10.503875,-0.147883,0.000000,10.504916,4.255788,3.289177,0.000000,1.034569,0.000000,0.000000,5.477294,10.576491,-0.014145,0.000000,10.576501,3.772483,0.000008,0.482664,3510724.750000,-8.302082,0.999941,10.518431,0.150565,1.583960
internalMesh,7054,0.020817,0.004810,0.000000,0.021365,10.513368,-0.167435,0.000000,10.514701,4.516539,3.371969,0.000000,1.014300,-0.000000,-0.000000,5.726963,10.600693,-0.027265,-0.000000,10.600728,3.944253,0.000009,-0.019679,3492411.250000,-8.788267,0.999923,10.528619,0.153749,1.619238
internalMesh,7055,0.021507,0.004832,0.000000,0.022043,10.519824,-0.191629,0.000000,10.521569,4.777924,3.446232,0.000000,0.979608,-0.000000,-0.000000,5.971993,10.624494,-0.048267,-0.000000,10.624603,4.112077,0.000009,-0.527369,3474097.500000,-9.279065,0.999894,10.535816,0.156815,1.652902
internalMesh,7056,0.022203,0.004854,0.000000,0.022727,10.522263,-0.220773,0.000000,10.524578,5.040155,3.509263,0.000000,0.928624,0.000000,0.000000,6.211315,10.646868,-0.074003,0.000000,10.647125,4.274709,0.000009,-1.035072,3455771.500000,-9.758515,0.999865,10.539078,0.159766,1.684803
internalMesh,7057,0.022904,0.004876,0.000000,0.023417,10.520508,-0.254720,0.000000,10.523591,5.300898,3.561772,0.000000,0.861708,-0.000000,-0.000000,6.444244,10.662981,-0.104138,-0.000000,10.663489,4.431335,0.000009,-1.537458,3437438.250000,-10.215281,0.999827,10.538254,0.162603,1.714885
internalMesh,7058,0.023610,0.004899,0.000000,0.024113,10.515145,-0.292800,0.000000,10.519221,5.553565,3.608583,0.000000,0.781116,0.000000,0.000000,6.668890,10.672135,-0.135305,0.000000,10.672993,4.581074,0.000009,-2.029373,3419091.750000,-10.628616,0.999787,10.533972,0.165312,1.743076
internalMesh,7059,0.024322,0.004922,0.000000,0.024815,10.507298,-0.334037,0.000000,10.512607,5.787908,3.656832,0.000000,0.689634,0.000000,0.000000,6.880981,10.678735,-0.162631,0.000000,10.679973,4.722371,0.000009,-2.505928,3400718.750000,-11.008757,0.999738,10.527374,0.167859,1.769178
internalMesh,7060,0.025039,0.004945,0.000000,0.025523,10.497897,-0.377589,-0.000000,10.504685,5.994827,3.712423,0.000000,0.589825,0.000000,0.000000,7.075869,10.682940,-0.187414,0.000000,10.684584,4.853625,0.000009,-2.962547,3382327.750000,-11.359110,0.999699,10.519401,0.170210,1.792994
internalMesh,7061,0.025763,0.004968,0.000000,0.026237,10.487278,-0.423079,0.000000,10.495809,6.171630,3.777288,0.000000,0.484057,0.000000,0.000000,7.251981,10.683273,-0.212627,0.000000,10.685389,4.974459,0.000009,-3.394945,3363911.500000,-11.685007,0.999646,10.510407,0.172363,1.814549
internalMesh,7062,0.026491,0.004991,0.000000,0.026957,10.475250,-0.470564,0.000000,10.485814,6.321826,3.849289,0.000000,0.374197,0.000000,0.000000,7.410974,10.679530,-0.239806,0.000000,10.682222,5.085558,0.000009,-3.799073,3345461.250000,-11.989469,0.999608,10.500232,0.174340,1.834047
internalMesh,7063,0.027226,0.005014,0.000000,0.027684,10.461376,-0.520176,0.000000,10.474300,6.450658,3.924494,0.000000,0.261230,-0.000000,-0.000000,7.555189,10.670242,-0.270001,-0.000000,10.673657,5.187576,0.000009,-4.171294,3326978.750000,-12.273822,0.999565,10.488476,0.176165,1.851672
internalMesh,7064,0.027966,0.005038,0.000000,0.028416,10.445397,-0.571898,0.000000,10.461041,6.562023,3.999671,0.000000,0.145776,0.000000,0.000000,7.686271,10.655569,-0.301632,0.000000,10.659838,5.280847,0.000009,-4.508481,3308464.750000,-12.537009,0.999544,10.474914,0.177853,1.867539
internalMesh,7065,0.028711,0.005062,0.000000,0.029154,10.427255,-0.625516,-0.000000,10.446000,6.658420,4.073512,0.000000,0.028795,-0.000000,0.000000,7.805696,10.635586,-0.333213,0.000000,10.640804,5.365966,0.000009,-4.807904,3289911.500000,-12.780519,0.999516,10.459520,0.179421,1.881799
internalMesh,7066,0.029463,0.005086,0.000000,0.029899,10.407022,-0.680693,0.000000,10.429259,6.741267,4.146051,0.000000,-0.088360,0.000000,0.000000,7.914685,10.605883,-0.368394,0.000000,10.612279,5.443659,0.000009,-5.067008,3271317.500000,-13.005170,0.999452,10.442383,0.180882,1.894617
internalMesh,7067,0.030221,0.005110,0.000000,0.030650,10.384862,-0.737033,0.000000,10.410983,6.811612,4.217800,0.000000,-0.204314,0.000000,-0.000000,8.014339,10.564836,-0.409596,-0.000000,10.572773,5.514707,0.000009,-5.283656,3252681.000000,-13.208268,0.999324,10.423676,0.182249,1.906159
internalMesh,7068,0.030984,0.005134,0.000000,0.031406,10.360918,-0.794135,0.000000,10.391308,6.870435,4.289200,0.000000,-0.317883,0.000000,-0.000000,8.105625,10.519626,-0.450828,-0.000000,10.529282,5.579818,0.000009,-5.456481,3234003.000000,-13.394008,0.998659,10.403536,0.183535,1.916572
internalMesh,7069,0.031753,0.005159,0.000000,0.032170,10.335316,-0.851634,-0.000000,10.370344,6.918749,4.360499,0.000000,-0.428013,-0.000000,0.000000,8.189398,10.479461,-0.482147,0.000000,10.490546,5.639624,0.000010,-5.584816,3215274.750000,-13.565550,0.996282,10.382091,0.184750,1.925983
internalMesh,7070,0.032528,0.005184,0.000000,0.032939,10.308223,-0.909171,0.000000,10.348239,6.957448,4.432054,0.000000,-0.533773,0.000000,0.000000,8.266443,10.448064,-0.496685,0.000000,10.459863,5.694750,0.000010,-5.668658,3196500.000000,-13.729426,0.993979,10.359488,0.185902,1.934515
internalMesh,7071,0.033310,0.005209,0.000000,0.033714,10.279724,-0.966402,0.000000,10.325050,6.987181,4.504320,0.000000,-0.634291,0.000000,-0.000000,8.337381,10.426228,-0.491028,-0.000000,10.437784,5.745750,0.000011,-5.708607,3177671.750000,-13.895004,0.992798,10.335797,0.187002,1.942276
internalMesh,7072,0.034097,0.005234,0.000000,0.034496,10.250043,-1.023002,0.000000,10.300966,7.008512,4.577787,0.000000,-0.728646,0.000000,0.000000,8.402756,10.413787,-0.467219,0.000000,10.424263,5.793149,0.000011,-5.705744,3158798.750000,-14.077854,0.992399,10.311211,0.188055,1.949363
internalMesh,7073,0.034891,0.005259,0.000000,0.035285,10.219297,-1.078683,0.000000,10.276069,7.022336,4.652900,0.000000,-0.815791,0.000000,0.000000,8.463344,10.407632,-0.436569,0.000000,10.416784,5.837618,0.000012,-5.661511,3139870.500000,-14.298227,0.992534,10.285820,0.189071,1.955894
internalMesh,7074,0.035690,0.005285,0.000000,0.036079,10.187654,-1.133179,-0.000000,10.250482,7.030282,4.730523,0.000000,-0.894533,-0.000000,0.000000,8.520733,10.403998,-0.414318,0.000000,10.412245,5.880402,0.000012,-5.577622,3120888.750000,-14.572364,0.993354,10.259753,0.190067,1.962076
internalMesh,7075,0.036496,0.005311,0.000000,0.036880,10.155214,-1.186285,0.000000,10.224268,7.034811,4.811553,0.000000,-0.963368,0.000000,0.000000,8.577160,10.401230,-0.410118,0.000000,10.409312,5.923181,0.000011,-5.456005,3101848.000000,-14.902439,0.993477,10.233074,0.191069,1.968182
internalMesh,7076,0.037308,0.005336,0.000000,0.037688,10.122018,-1.237940,0.000000,10.197438,7.039108,4.894937,0.000000,-1.020627,0.000000,0.000000,8.634299,10.398820,-0.425865,0.000000,10.407537,5.967023,0.000011,-5.298847,3082756.000000,-15.275221,0.993283,10.205799,0.192092,1.974380
internalMesh,7077,0.038127,0.005363,0.000000,0.038502,10.088015,-1.288251,0.000000,10.169937,7.046733,4.976788,0.000000,-1.065709,0.000000,0.000000,8.692560,10.397420,-0.459195,0.000000,10.407555,6.011761,0.000011,-5.108397,3063603.000000,-15.672936,0.992824,10.177868,0.193137,1.980642
internalMesh,7078,0.038951,0.005389,0.000000,0.039322,10.053006,-1.337389,0.000000,10.141575,7.060557,5.051809,0.000000,-1.099934,0.000000,0.000000,8.751120,10.399553,-0.507845,0.000000,10.411945,6.056183,0.000011,-4.886888,3044389.500000,-16.078222,0.991701,10.149080,0.194188,1.986779
internalMesh,7079,0.039783,0.005415,0.000000,0.040150,10.016892,-1.385434,-0.000000,10.112248,7.080907,5.115826,0.000000,-1.126353,-0.000000,0.000000,8.807928,10.409657,-0.569161,0.000000,10.425204,6.098367,0.000011,-4.636615,3025118.750000,-16.477282,0.988768,10.119337,0.195219,1.992490
internalMesh,7080,0.040620,0.005442,0.000000,0.040983,9.979712,-1.432330,0.000000,10.081975,7.104775,5.166799,0.000000,-1.148652,0.000000,0.000000,8.859630,10.432363,-0.638399,0.000000,10.451878,6.135786,0.000011,-4.359965,3005790.500000,-16.850718,0.985104,10.088654,0.196195,1.997388
internalMesh,7081,0.041465,0.005469,0.000000,0.041824,9.941545,-1.477966,0.000000,10.050806,7.128112,5.204404,0.000000,-1.170346,0.000000,0.000000,8.903118,10.466946,-0.711740,0.000000,10.491117,6.166258,0.000011,-4.059181,2986402.250000,-17.178120,0.982041,10.057085,0.197081,2.001140
internalMesh,7082,0.042315,0.005496,0.000000,0.042671,9.902355,-1.522358,0.000000,10.018693,7.148488,5.228216,0.000000,-1.194237,0.000000,0.000000,8.936516,10.502584,-0.790483,0.000000,10.532290,6.188351,0.000010,-3.736424,2966944.250000,-17.434784,0.979519,10.024586,0.197858,2.003537
internalMesh,7083,0.043173,0.005524,0.000000,0.043525,9.861996,-1.565616,0.000000,9.985495,7.165248,5.237588,0.000000,-1.222297,0.000000,0.000000,8.959192,10.526300,-0.880103,0.000000,10.563029,6.201419,0.000010,-3.393604,2947431.500000,-17.598179,0.977515,9.991009,0.198520,2.004485
internalMesh,7084,0.044037,0.005551,0.000000,0.044385,9.820486,-1.607704,0.000000,9.951214,7.177950,5.234344,0.000000,-1.254978,0.000000,0.000000,8.971972,10.537580,-0.981947,0.000000,10.583232,6.206147,0.000010,-3.032454,2927852.250000,-17.661745,0.976021,9.956360,0.199076,2.004098
internalMesh,7085,0.044908,0.005579,0.000000,0.045253,9.778161,-1.648381,0.000000,9.916128,7.186017,5.223451,0.000000,-1.290364,0.000000,0.000000,8.977099,10.546632,-1.084881,0.000000,10.602283,6.204734,0.000010,-2.654548,2908209.250000,-17.640818,0.975168,9.920923,0.199554,2.002719
internalMesh,7086,0.045785,0.005607,0.000000,0.046127,9.735416,-1.687408,0.000000,9.880570,7.189491,5.209759,0.000000,-1.325584,0.000000,-0.000000,8.977057,10.559220,-1.172489,-0.000000,10.624117,6.199625,0.000010,-2.261081,2888501.750000,-17.561682,0.974949,9.885039,0.199983,2.000730
internalMesh,7087,0.046669,0.005635,0.000000,0.047008,9.692508,-1.724699,0.000000,9.844760,7.188838,5.195244,0.000000,-1.359343,0.000000,0.000000,8.973169,10.570628,-1.241917,0.000000,10.643333,6.192041,0.000010,-1.852850,2868734.500000,-17.445635,0.975275,9.848924,0.200376,1.998324
internalMesh,7088,0.047561,0.005664,0.000000,0.047897,9.649541,-1.760257,0.000000,9.808779,7.183587,5.179777,0.000000,-1.392636,0.000000,0.000000,8.965123,10.573542,-1.309206,0.000000,10.654285,6.181682,0.000009,-1.430194,2848895.000000,-17.290741,0.976216,9.812657,0.200730,1.995459
internalMesh,7089,0.048459,0.005693,0.000000,0.048792,9.606498,-1.794075,-0.000000,9.772590,7.172626,5.163284,0.000000,-1.427542,-0.000000,0.000000,8.952314,10.562479,-1.392348,0.000000,10.653853,6.167955,0.000009,-0.993199,2828996.500000,-17.078806,0.976925,9.776205,0.201036,1.992052
internalMesh,7090,0.049364,0.005722,0.000000,0.049694,9.563169,-1.826203,0.000000,9.735975,7.156591,5.146086,0.000000,-1.466058,0.000000,0.000000,8.935789,10.530335,-1.492789,0.000000,10.635618,6.151339,0.000009,-0.541829,2809026.750000,-16.794697,0.977680,9.739349,0.201306,1.988184
internalMesh,7091,0.050276,0.005751,0.000000,0.050604,9.519014,-1.856815,0.000000,9.698422,7.138582,5.127790,0.000000,-1.510249,0.000000,0.000000,8.918208,10.472010,-1.595380,0.000000,10.592838,6.133187,0.000010,-0.076152,2788993.000000,-16.445089,0.978418,9.701584,0.201574,1.984069
internalMesh,7092,0.051195,0.005780,0.000000,0.051521,9.473404,-1.886130,-0.000000,9.659341,7.121818,5.107012,0.000000,-1.562521,-0.000000,0.000000,8.901873,10.391583,-1.684483,0.000000,10.527226,6.114415,0.000010,0.403645,2768893.250000,-16.060671,0.979087,9.662325,0.201865,1.979849
internalMesh,7093,0.052122,0.005810,0.000000,0.052445,9.425883,-1.914227,0.000000,9.618292,7.106982,5.082983,0.000000,-1.624919,0.000000,0.000000,8.887423,10.303822,-1.758088,0.000000,10.452732,6.094982,0.000010,0.897262,2748725.500000,-15.665785,0.979839,9.621140,0.202188,1.975514
internalMesh,7094,0.053055,0.005839,0.000000,0.053376,9.376462,-1.940904,0.000000,9.575236,7.091299,5.057291,0.000000,-1.697576,0.000000,-0.000000,8.873808,10.227735,-1.829295,-0.000000,10.390038,6.074295,0.000010,1.404192,2728493.750000,-15.252822,0.980555,9.577989,0.202534,1.970966
internalMesh,7095,0.053996,0.005869,0.000000,0.054314,9.325662,-1.965667,-0.000000,9.530573,7.069313,5.034175,0.000000,-1.778283,-0.000000,-0.000000,8.858916,10.170489,-1.914711,-0.000000,10.349154,6.051744,0.000010,1.923834,2708192.250000,-14.797121,0.981045,9.533275,0.202883,1.966102
internalMesh,7096,0.054944,0.005900,0.000000,0.055260,9.274317,-1.987908,0.000000,9.484974,7.035226,5.018847,0.000000,-1.862987,0.000000,-0.000000,8.840472,10.125369,-2.017900,-0.000000,10.324487,6.027037,0.000010,2.455279,2687823.750000,-14.280268,0.981316,9.487668,0.203215,1.960867
internalMesh,7097,0.055900,0.005930,0.000000,0.056214,9.223130,-2.007123,0.000000,9.438997,6.986665,5.015232,0.000000,-1.947181,0.000000,0.000000,8.818024,10.087222,-2.130396,0.000000,10.309735,6.000948,0.000010,2.997490,2667386.250000,-13.691914,0.981522,9.441726,0.203530,1.955380
internalMesh,7098,0.056863,0.005961,0.000000,0.057175,9.172430,-2.023118,0.000000,9.392895,6.926240,5.024287,0.000000,-2.027389,0.000000,-0.000000,8.793552,10.054976,-2.244051,-0.000000,10.302344,5.975263,0.000011,3.549180,2646886.750000,-13.018620,0.981054,9.395698,0.203851,1.949921
internalMesh,7099,0.057834,0.005992,0.000000,0.058143,9.122183,-2.035945,0.000000,9.346620,6.859462,5.044335,0.000000,-2.102399,0.000000,-0.000000,8.770268,10.022494,-2.352502,-0.000000,10.294885,5.951898,0.000011,4.108664,2626317.000000,-12.239732,0.976862,9.349530,0.204211,1.944799
internalMesh,7100,0.058812,0.006023,0.000000,0.059119,9.072210,-2.045775,-0.000000,9.300011,6.791806,5.072507,0.000000,-2.173254,-0.000000,0.000000,8.751114,9.981423,-2.449195,0.000000,10.277517,5.932156,0.000011,4.673913,2605683.750000,-11.371716,0.970394,9.303063,0.204638,1.940225
internalMesh,7101,0.059797,0.006055,0.000000,0.060103,9.022411,-2.052791,-0.000000,9.252992,6.726975,5.106192,0.000000,-2.242234,-0.000000,0.000000,8.738021,9.930493,-2.530181,0.000000,10.247757,5.916584,0.000011,5.242737,2584982.500000,-10.435848,0.966156,9.256213,0.205146,1.936295
internalMesh,7102,0.060790,0.006086,0.000000,0.061094,8.972806,-2.057137,0.000000,9.205600,6.666768,5.143608,0.000000,-2.311849,0.000000,0.000000,8.731960,9.873122,-2.596040,0.000000,10.208720,5.905187,0.000011,5.812928,2564212.750000,-9.459915,0.964265,9.209016,0.205736,1.933017
internalMesh,7103,0.061792,0.006118,0.000000,0.062094,8.923542,-2.058930,0.000000,9.157990,6.611290,5.183664,0.000000,-2.384338,0.000000,-0.000000,8.732960,9.809004,-2.649707,-0.000000,10.160585,5.897477,0.000011,6.382287,2543380.500000,-8.467963,0.963965,9.161625,0.206399,1.930317
internalMesh,7104,0.062800,0.006151,0.000000,0.063101,8.874805,-2.058249,0.000000,9.110354,6.560044,5.226006,0.000000,-2.461368,0.000000,0.000000,8.740918,9.738399,-2.689439,0.000000,10.102944,5.893025,0.000010,6.948743,2522485.250000,-7.480289,0.964256,9.114223,0.207126,1.928132
internalMesh,7105,0.063817,0.006183,0.000000,0.064116,8.826757,-2.055170,0.000000,9.062857,6.512649,5.270932,0.000000,-2.543915,0.000000,0.000000,8.756074,9.665471,-2.710309,0.000000,10.038281,5.891790,0.000010,7.509799,2501518.750000,-6.512719,0.964636,9.066978,0.207914,1.926459
internalMesh,7106,0.064841,0.006216,0.000000,0.065139,8.779498,-2.049772,-0.000000,9.015606,6.468772,5.319272,0.000000,-2.632486,-0.000000,0.000000,8.778932,9.588243,-2.718002,0.000000,9.966040,5.894022,0.000010,8.063353,2480491.500000,-5.576009,0.964919,9.019997,0.208765,1.925340
internalMesh,7107,0.065874,0.006249,0.000000,0.066170,8.733094,-2.042133,-0.000000,8.968681,6.428126,5.372333,0.000000,-2.727090,-0.000000,0.000000,8.810209,9.500399,-2.725871,0.000000,9.883721,5.900230,0.000010,8.607133,2459400.000000,-4.678910,0.965107,8.973356,0.209689,1.924856
internalMesh,7108,0.066915,0.006282,0.000000,0.067209,8.687564,-2.032323,0.000000,8.922113,6.390186,5.431586,0.000000,-2.827376,0.000000,0.000000,8.850461,9.406153,-2.734401,0.000000,9.795543,5.910886,0.000010,9.138669,2438244.000000,-3.828145,0.965210,8.927092,0.210692,1.925082
internalMesh,7109,0.067963,0.006316,0.000000,0.068256,8.642887,-2.020423,-0.000000,8.875900,6.354006,5.498249,0.000000,-2.932781,-0.000000,0.000000,8.899738,9.321132,-2.727582,0.000000,9.712013,5.926128,0.000010,9.655505,2417028.000000,-3.031989,0.965276,8.881204,0.211777,1.926036
internalMesh,7110,0.069020,0.006349,0.000000,0.069311,8.599020,-2.006531,0.000000,8.830023,6.318311,5.573170,0.000000,-3.042387,0.000000,0.000000,8.957533,9.255879,-2.692824,0.000000,9.639637,5.945741,0.000010,10.154861,2395745.500000,-2.290068,0.965321,8.835667,0.212939,1.927676
internalMesh,7111,0.070085,0.006383,0.000000,0.070375,8.555880,-1.990768,0.000000,8.784431,6.281550,5.656866,0.000000,-3.154908,-0.000000,0.000000,9.022829,9.208119,-2.633970,0.000000,9.577435,5.969208,0.000011,10.634123,2374404.750000,-1.592991,0.965398,8.790436,0.214172,1.929914
internalMesh,7112,0.071158,0.006418,0.000000,0.071447,8.513400,-1.973221,0.000000,8.739083,6.242249,5.749743,0.000000,-3.268449,0.000000,0.000000,9.094392,9.170405,-2.563853,0.000000,9.522062,5.995996,0.000011,11.090526,2352999.750000,-0.930719,0.965531,8.745464,0.215467,1.932661
internalMesh,7113,0.072240,0.006452,0.000000,0.072527,8.471569,-1.953957,0.000000,8.693988,6.199564,5.852210,0.000000,-3.380506,0.000000,-0.000000,9.171193,9.136126,-2.495182,-0.000000,9.470730,6.025887,0.000011,11.521180,2331538.750000,-0.309586,0.965681,8.700758,0.216820,1.935876
internalMesh,7114,0.073330,0.006487,0.000000,0.073616,8.430438,-1.933008,0.000000,8.649208,6.153677,5.964743,0.000000,-3.488181,0.000000,-0.000000,9.252746,9.100018,-2.437176,0.000000,9.420730,6.059209,0.000011,11.923155,2310015.250000,0.258349,0.965835,8.656379,0.218235,1.939606
internalMesh,7115,0.074428,0.006522,0.000000,0.074714,8.390138,-1.910403,-0.000000,8.604885,6.106216,6.087748,0.000000,-3.588462,-0.000000,0.000000,9.339358,9.058882,-2.390474,-0.000000,9.368976,6.096982,0.000011,12.293531,2288431.500000,0.765750,0.965968,8.612461,0.219728,1.944006
internalMesh,7116,0.075535,0.006557,0.000000,0.075820,8.350888,-1.886262,0.000000,8.561269,6.060494,6.222592,0.000000,-3.679344,-0.000000,0.000000,9.433335,9.014379,-2.346332,0.000000,9.314735,6.141543,0.000011,12.629275,2266792.500000,1.216679,0.966064,8.569246,0.221331,1.949432
internalMesh,7117,0.076651,0.006593,0.000000,0.076934,8.312979,-1.860854,0.000000,8.518708,6.021513,6.372902,0.000000,-3.761169,0.000000,0.000000,9.540382,8.966665,-2.294965,0.000000,9.255698,6.197207,0.000012,12.927388,2245097.000000,1.621941,0.966139,8.527081,0.223112,1.956542
internalMesh,7118,0.077775,0.006629,0.000000,0.078057,8.276318,-1.834322,0.000000,8.477156,5.992586,6.540827,0.000000,-3.833247,0.000000,0.000000,9.663710,8.910969,-2.234722,0.000000,9.186912,6.266706,0.000012,13.184783,2223343.750000,1.992338,0.966146,8.485908,0.225118,1.965733
internalMesh,7119,0.078908,0.006665,0.000000,0.079189,8.239788,-1.806257,0.000000,8.435441,5.968552,6.720087,0.000000,-3.886724,0.000000,-0.000000,9.792334,8.846131,-2.163826,0.000000,9.106931,6.344319,0.000013,13.398440,2201537.500000,2.335693,0.966110,8.444546,0.227284,1.976100
internalMesh,7120,0.080050,0.006702,0.000000,0.080330,8.201054,-1.775572,0.000000,8.391063,5.934135,6.895456,0.000000,-3.903606,0.000000,-0.000000,9.899466,8.780239,-2.071749,0.000000,9.021349,6.414796,0.000013,13.565722,2179678.250000,2.660317,0.966069,8.400477,0.229420,1.985313
internalMesh,7121,0.081201,0.006738,0.000000,0.081480,8.156716,-1.740599,0.000000,8.340366,5.871227,7.050559,0.000000,-3.864631,0.000000,0.000000,9.955755,8.726710,-1.953328,0.000000,8.942649,6.460893,0.000013,13.685205,2157767.750000,2.979877,0.965976,8.350029,0.231330,1.990753
internalMesh,7122,0.082361,0.006775,0.000000,0.082639,8.103270,-1.699621,-0.000000,8.279594,5.768118,7.174538,0.000000,-3.758034,-0.000000,0.000000,9.943239,8.688166,-1.816886,-0.000000,8.876108,6.471329,0.000014,13.757392,2135802.250000,3.308182,0.965858,8.289434,0.232923,1.990701
internalMesh,7123,0.083530,0.006813,0.000000,0.083807,8.038646,-1.651764,0.000000,8.206592,5.621200,7.263034,0.000000,-3.581734,0.000000,0.000000,9.857909,8.655719,-1.676487,0.000000,8.816580,6.442116,0.000014,13.784698,2113790.500000,3.659434,0.965803,8.216534,0.234189,1.984545
